gd,bgd,acc,bac,nt,bnt
0.4177079743833074,0.4177079743833074,0.4177079743833074,0.4177079743833074,0.4177079743833074,0.4177079743833074
0.10750324467851446,0.10750324467851446,0.10750324467851446,0.10750324467851446,0.043701664498311366,0.043701664498311366
0.10480157050027522,0.10480157050027522,0.10418419774736726,0.12192740104286465,0.043701664498311144,0.043701664498311144
0.10241718768825486,0.10241718768825486,0.10068219415197832,0.10394374972490594,0.043701664498311144,0.043701664498311144
0.10018813007164379,0.10018813007164379,0.09699245225864217,0.10035184923864598,0.043701664498311144,0.043701664498311144
0.09810135431007982,0.09810135431007982,0.0932202041399095,0.09641949585482978,0.043701664498311144,0.043701664498311144
0.09614509825783224,0.09614509825783224,0.08946377965297297,0.09238231458511914,0.043701664498310866,0.043701664498310866
0.09430869184112334,0.09430869184112334,0.08580397598065642,0.08839379001323616,0.04370166449831109,0.04370166449831098
0.09258245057257863,0.09258245057257863,0.08230243836270201,0.0845569047656678,0.043701664498311255,0.04370166449831098
0.09095757968509388,0.09095757968509388,0.07900181411976537,0.08093807921057111,0.04370166449831109,0.043701664498310866
0.08942608778998834,0.08942608778998834,0.07592734264306272,0.07757552788187816,0.04370166449831109,0.043701664498310644
0.08798070910506212,0.08798070910506212,0.07308947782324621,0.07448550585095004,0.04370166449831103,0.04370166449831053
0.0866148333941466,0.0866148333941466,0.07048710059419183,0.07166784333307163,0.0437016644983112,0.0437016644983092
0.08532244284604157,0.08532244284604157,0.06811089524939756,0.06911102052384094,0.04370166449831098,0.04370166449831053
0.08409805519833613,0.08409805519833613,0.06594652451438954,0.06679666479253243,0.04370166449831109,0.04370166449831053
0.08293667248141723,0.08293667248141723,0.0639773309181299,0.06470328165747719,0.0437016644983112,0.04370166449830981
0.08183373482072914,0.08183373482072914,0.062186399817406035,0.06280908272521607,0.043701664498311144,0.043701664498311144
0.08078507879180824,0.08078507879180824,0.06055792695596629,0.06109387013143469,0.0437016644983112,0.043701664498310644
0.07978689987338228,0.07978689987338228,0.05907792754301,0.05954003768197774,0.04370166449831103,0.04370166449831103
0.07883571858948579,0.07883571858948579,0.05773439512653267,0.05813283144007664,0.04370166449831131,0.04370166449831092
0.077928349972607,0.077928349972607,0.056517062054467715,0.05686006547895012,0.043701664498311144,0.04370166449831092
0.07706187601681724,0.07706187601681724,0.05541692850572266,0.055711508386944275,0.043701664498311255,0.04370166449831092
0.07623362082304763,0.07623362082304763,0.05442571717584288,0.05467814529796117,0.0437016644983112,0.043701664498310866
0.0754411281685553,0.0754411281685553,0.05353538172253264,0.05375148528782919,0.043701664498311255,0.0437016644983107
0.07468214125949174,0.07468214125949174,0.052737756527892365,0.052923033827351695,0.0437016644983112,0.0437016644983107
0.07395458444965197,0.07395458444965197,0.05202439097209838,0.052183994135462375,0.043701664498311144,0.043701664498310144
0.07325654673021997,0.07325654673021997,0.05138657013297082,0.051525208404565426,0.043701664498310866,0.04370166449830959
0.07258626681488045,0.07258626681488045,0.05081549085714848,0.05093730671655938,0.04370166449831142,0.043701664498308035
0.07194211966225045,0.07194211966225045,0.05030254061208972,0.0504110022193448,0.043701664498311255,0.043701664498305925
0.07132260429340048,0.07132260429340048,0.04983961736194126,0.04993745726887727,0.043701664498311144,0.04370166449830537
0.07072633277646712,0.07072633277646712,0.04941943091725515,0.049508645791711436,0.043701664498311255,0.04370166449830326
0.07015202026315775,0.07015202026315775,0.04903573733803468,0.04911764923696982,0.0437016644983112,0.043701664498299264
0.06959847597345553,0.06959847597345553,0.04868347472604284,0.048758843174201094,0.04370166449831109,0.04370166449829127
0.06906459503519635,0.06906459503519635,0.0483587876111336,0.04842795450326465,0.0437016644983112,0.043701664498287884
0.06854935109450067,0.06854935109450067,0.048058944933686565,0.048121991358211436,0.043701664498311144,0.043701664498277726
0.06805178962142722,0.06805178962142722,0.04778217090329134,0.04783906595419357,0.043701664498311366,0.04370166449825841
0.0675710218427566,0.0675710218427566,0.047527417287091145,0.047578142857027605,0.04370166449831103,0.04370166449819768
0.06710621924058857,0.06710621924058857,0.04729410947038515,0.04733875070783472,0.0437016644983112,0.04370166449818841
0.06665660856155414,0.06665660856155414,0.04708189735113516,0.04712069469521052,0.043701664498311255,0.04370166449817248
0.06622146728691813,0.06622146728691813,0.046890436860218265,0.046923801279183,0.043701664498311255,0.04370166449794166
0.06580011951880083,0.06580011951880083,0.046719220104858294,0.04674771759208851,0.04370166449831092,0.04370166449749868
0.06539193224218781,0.06539193224218781,0.04656746337084705,0.04659177748117177,0.04370166449831103,0.04370166449743629
0.06499631192639577,0.06499631192639577,0.046434053890071214,0.04645493606197676,0.04370166449831103,0.04370166449684676
0.06461270143326492,0.06461270143326492,0.04631754944733013,0.04633576627058439,0.04370166449831109,0.043701664496240245
0.06424057720258597,0.06424057720258597,0.04621622019800348,0.04623250506384802,0.043701664498311144,0.043701664495616965
0.06387944668818685,0.06387944668818685,0.04612811968935299,0.04614313390265118,0.04370166449831109,0.04370166449399987
0.06352884602072306,0.06352884602072306,0.04605117183673113,0.04606547776877029,0.04370166449831109,0.04370166449364277
0.0631883378755852,0.0631883378755852,0.04598326204257713,0.04599730866660351,0.043701664498311255,0.04370166448926294
0.06285750952645547,0.06285750952645547,0.045922323157573,0.04593644261095803,0.043701664498311144,0.04370166448893276
0.06253597106695913,0.06253597106695913,0.04586640994738228,0.045880822730196336,0.04370166449831109,0.04370166448559054
