bg,bgd,acc,bac,nt,bnt
0.061947741124946915,0.022384376700412323,0.022371213058878042,0.02237063845227316,inf,
0.05388472114723869,0.022384372019042892,0.022371212895752973,0.02237063845227308,,
0.052545337734403647,0.022384367339308098,0.02237121269191447,0.022370638452273023,,
0.0515757494541291,0.022384362661207274,0.022371212447406058,0.022370638452273023,,
0.05067170731255877,0.022384357984740172,0.022371212162278636,0.022370638452272967,,
0.04981555168985011,0.02238435330990582,0.02237121183659141,0.02237063845227294,,
0.04900343374244984,0.022384348636703744,0.02237121147041163,0.022370638452272912,,
0.04823238548723799,0.022384343965133502,0.022371211063813845,0.022370638452272856,,
0.047499689852273375,0.0223843392951944,0.022371210616881132,0.0223706384522728,,
0.046802834326385684,0.022384334626885966,0.022371210129704305,0.02237063845227269,,
0.04613949356495911,0.022384329960207477,0.02237120960238148,0.022370638452272634,,
0.04550751459247607,0.022384325295158408,0.022371209035019518,0.02237063845227255,,
0.04490490325440516,0.022384320631738314,0.02237120842773213,0.022370638452272523,,
0.04432981176297407,0.022384315969946333,0.022371207780641417,0.022370638452272495,,
0.04378052724527426,0.022384311309782134,0.0223712070938768,0.02237063845227244,,
0.04325546121204912,0.02238430665124516,0.022371206367575586,0.02237063845227233,,
0.04275313987230148,0.022384301994334777,0.02237120560188255,0.02237063845227233,,
0.04227219522497741,0.02238429733905034,0.02237120479695015,0.0223706384522723,,
0.04181135686459911,0.022384292685391355,0.022371203952938373,0.022370638452272246,,
0.04136944444287141,0.022384288033357014,0.022371203070014584,0.02237063845227219,,
0.040945360733022546,0.022384283382947096,0.02237120214835367,0.02237063845227208,,
0.04053808524798447,0.02238427873416085,0.022371201188137985,0.02237063845227205,,
0.04014666836750688,0.022384274086997696,0.022371200189556906,0.022370638452272024,,
0.03977022593296545,0.022384269441457078,0.02237119915280758,0.022370638452271968,,
0.03940793427198591,0.022384264797538383,0.022371198078093985,0.022370638452271913,,
0.03905902561809854,0.022384260155241115,0.022371196965627366,0.022370638452271885,,
0.03872278389346809,0.02238425551456477,0.02237119581562605,0.0223706384522718,,
0.03839854082535496,0.022384250875508604,0.022371194628315383,0.02237063845227172,,
0.03808567236935062,0.02238424623807206,0.02237119340392771,0.022370638452271635,,
0.037783595414626225,0.022384241602254634,0.022371192142702334,0.022370638452271635,,
0.03749176474845323,0.022384236968055665,0.022371190844885258,0.02237063845227158,,
0.03720967025910146,0.022384232335474652,0.022371189510729278,0.022370638452271524,,
0.036936834357925025,0.022384227704511206,0.022371188140493964,0.02237063845227144,,
0.03667280960300426,0.02238422307516444,0.02237118673444538,0.022370638452271413,,
0.03641717650814705,0.022384218447433907,0.02237118529285595,0.02237063845227133,,
0.03616954152237059,0.02238421382131897,0.022371183816005086,0.022370638452271274,,
0.035929535166190574,0.022384209196819327,0.022371182304178255,0.022370638452271246,,
0.03569681031215988,0.02238420457393389,0.02237118075766678,0.022370638452271246,,
0.03547104059811215,0.022384199952662637,0.022371179176769007,0.022370638452271163,,
0.03525191896251004,0.022384195333004647,0.02237117756178858,0.022370638452271135,,
0.03503915629214929,0.02238419071495948,0.022371175913036057,0.022370638452271413,,
0.03483248017326748,0.02238418609852663,0.022371174230827046,0.022370638452274078,,
0.03463163373782632,0.022384181483705384,0.02237117251548379,0.02237063845229112,,
0.03443637459740442,0.02238417687049532,0.022371170767333387,0.02237063845240564,,
0.03424647385775062,0.02238417225889569,0.022371168986709628,0.02237063845317741,,
0.03406171520760806,0.022384167648905967,0.02237116717395085,0.02237063845837675,,
0.03388189407593545,0.02238416304052565,0.0223711653294017,0.022370638493462602,,
0.03370681685212909,0.022384158433754298,0.02237116345341178,0.02237063873064063,,
0.03353630016427975,0.02238415382859113,0.02237116154633617,0.022370640336588615,,
0.03337017021090366,0.02238414922503562,0.022371159608534613,0.022370651227827082,,
0.03320826214195097,0.02238414462308705,0.02237115764037259,0.022370725202711078,,
0.03305041948523424,0.02238414002274522,0.02237115564222028,0.022371228387409486,,
0.03289649361472835,0.022384135424009327,0.022371153614452383,0.022374655928899728,,
0.0327463432574816,0.022384130826878845,0.02237115155744887,0.022398035018814905,,
0.03259983403613295,0.02238412623135308,0.022371149471593993,0.022557711409988468,,
0.032456838044278985,0.022384121637431725,0.02237114735727691,0.02364965907811664,,
0.03231723345214857,0.02238411704511392,0.02237114521489078,0.031126046408892744,,
0.03218090414024968,0.02238411245439939,0.02237114304483323,0.08237587778386304,,
0.03204773935883837,0.022384107865287328,0.022371140847506382,0.4340873370654429,,
0.03191763341123191,0.022384103277777484,0.022371138623315856,2.8504250653101466,,
0.03179048535914433,0.022384098691868942,0.02237113637267199,19.468863105862983,,
0.031666198748369706,0.02238409410756112,0.02237113409598812,133.88028528120446,,
0.03154468135326821,0.02238408952485374,0.02237113179368236,922.3427953315257,,
0.031425844938637204,0.02238408494374597,0.02237112946617567,6361.250920508659,,
0.03130960503765612,0.022384080364237474,0.02237112711389244,43914.58969853589,,
0.03119588074470231,0.022384075786327784,0.022371124737261078,303439.6349987851,,
0.031084594521927383,0.02238407121001576,0.022371122336713095,2098554.161924093,,
0.030975672018571432,0.022384066635301375,0.022371119912682674,14525831.94494509,,
0.03086904190207307,0.022384062062183935,0.022371117465607937,100629189.79276717,,
0.030764635700107373,0.022384057490662856,0.022371114995928892,697683922.4407653,,
0.030662387652750117,0.022384052920737363,0.022371112504088964,4841002678.703,,
0.03056223457403237,0.022384048352407176,0.022371109990534377,33615865935.653595,,
0.030464115722201895,0.022384043785671742,0.02237110745571344,233601996024.18338,,
0.030367972678067595,0.022384039220530255,0.022371104900077377,1624513500297.0215,,
0.030273749230843278,0.02238403465698241,0.022371102324079267,11305147739818.496,,
0.030181391270961172,0.022384030095027402,0.02237109972817483,78727642229790.27,,
0.030090846689357548,0.02238402553466462,0.022371097112821592,548616154055897.4,,
0.030002065282778184,0.022384020975894037,0.022371094478479125,3825540780648648.0,,
0.029914998664681447,0.022384016418714514,0.022371091825608452,2.66927191643009e+16,,
0.029829600181350807,0.02238401186312569,0.0223710891546732,1.8636383632779693e+17,,
0.029745824832858897,0.022384007309127152,0.022371086466137613,1.3019451013399043e+18,,
0.029663629198548952,0.02238400275671784,0.022371083760467925,9.100798778463939e+18,,
0.029582971366729133,0.022383998205897954,0.022371081038131263,6.3652578115177775e+19,,
0.029503810868295482,0.022383993656666434,0.022371078299596753,4.4544715284889836e+20,,
0.029426108614019092,0.022383989109022645,0.022371075545333685,3.118992602143474e+21,,
0.02934982683525786,0.02238398456296617,0.0223710727758131,2.1850678963218002e+22,,
0.0292749290278648,0.02238398001849659,0.02237106999150637,1.5315903420832623e+23,,
0.02920137989908647,0.02238397547561327,0.02237106719288562,1.0740938553584383e+24,,
0.029129145317257354,0.02238397093431535,0.022371064380423827,7.536310584725731e+24,,
0.029058192264112576,0.022383966394602828,0.022371061554594257,5.290387293585163e+25,,
0.028988488789550876,0.02238396185647462,0.0223710587158705,3.715554239033491e+26,,
0.028920003968696678,0.02238395731993051,0.022371055864726513,2.6107344192630707e+27,,
0.028852707861116128,0.02238395278496952,0.022371053001636027,1.8352717109243429e+28,,
0.028786571472055184,0.02238394825159165,0.022371050127073494,1.2907210920219558e+29,,
0.028721566715577324,0.022383943719796046,0.02237104724151248,9.081439898097213e+29,,
0.028657666379484942,0.02238393918958201,0.022371044345426444,6.392390902148391e+30,,
0.028594844091919203,0.02238393466094915,0.02237104143928878,4.5014704211280105e+31,,
0.028533074289538135,0.022383930133896945,0.022371038523572112,3.171204269933454e+32,,
0.028472332187182314,0.02238392560842495,0.022371035598748618,2.2349569614749614e+33,,
